rank,id_student,code_module,code_presentation,gender,age_band,highest_education,imd_band,num_of_prev_attempts,studied_credits,mean_score,pct_submitted,final_result,dropout,dropout_probability,risk_tier,model_used,scored_date
3171,632841,FFF,2014B,F,0-35,Lower Than A Level,30-40%,0,60,,,Withdrawn,1,0.8951,HIGH,XGBoost,2026-06-02
3172,543095,FFF,2013B,M,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.895,HIGH,XGBoost,2026-06-02
3173,282385,FFF,2013J,M,0-35,HE Qualification,20-30%,0,60,,,Fail,0,0.895,HIGH,XGBoost,2026-06-02
3174,631195,FFF,2014B,F,0-35,A Level or Equivalent,20-30%,0,60,,,Withdrawn,1,0.895,HIGH,XGBoost,2026-06-02
3175,527505,FFF,2013B,M,0-35,Lower Than A Level,50-60%,0,90,,,Withdrawn,1,0.895,HIGH,XGBoost,2026-06-02
3176,577950,FFF,2014J,M,0-35,Lower Than A Level,10-20,0,90,,,Withdrawn,1,0.895,HIGH,XGBoost,2026-06-02
3177,630340,BBB,2014B,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8949,HIGH,XGBoost,2026-06-02
3178,338912,BBB,2013B,F,0-35,A Level or Equivalent,20-30%,0,90,,,Withdrawn,1,0.8949,HIGH,XGBoost,2026-06-02
3179,447036,FFF,2014B,M,0-35,Lower Than A Level,80-90%,3,150,87.0,0.15384615384615385,Withdrawn,1,0.8948,HIGH,XGBoost,2026-06-02
3180,348050,CCC,2014B,M,0-35,A Level or Equivalent,40-50%,0,90,74.91666666666667,1.0,Fail,0,0.8948,HIGH,XGBoost,2026-06-02
3181,342176,DDD,2013B,M,35-55,Lower Than A Level,60-70%,1,120,,,Withdrawn,1,0.8947,HIGH,XGBoost,2026-06-02
3182,1197062,DDD,2014J,F,35-55,Lower Than A Level,90-100%,0,60,,,Withdrawn,1,0.8946,HIGH,XGBoost,2026-06-02
3183,685841,BBB,2014J,F,0-35,Lower Than A Level,60-70%,0,60,,,Fail,0,0.8946,HIGH,XGBoost,2026-06-02
3184,623166,FFF,2014J,M,35-55,A Level or Equivalent,30-40%,0,120,79.0,0.3076923076923077,Withdrawn,1,0.8946,HIGH,XGBoost,2026-06-02
3185,616332,BBB,2014B,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8946,HIGH,XGBoost,2026-06-02
3186,656026,CCC,2014J,M,0-35,Lower Than A Level,10-20,0,120,,,Withdrawn,1,0.8945,HIGH,XGBoost,2026-06-02
3187,1934047,BBB,2013J,F,0-35,Lower Than A Level,60-70%,0,90,,,Withdrawn,1,0.8945,HIGH,XGBoost,2026-06-02
3188,558284,FFF,2014B,M,0-35,Lower Than A Level,60-70%,1,150,,,Withdrawn,1,0.8944,HIGH,XGBoost,2026-06-02
3189,569660,BBB,2014B,M,35-55,Lower Than A Level,10-20,1,180,,,Withdrawn,1,0.8944,HIGH,XGBoost,2026-06-02
3190,190829,FFF,2014B,M,35-55,Lower Than A Level,20-30%,0,90,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3191,614586,BBB,2014B,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3192,1929491,BBB,2014J,F,35-55,HE Qualification,20-30%,0,60,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3193,545493,CCC,2014J,M,0-35,HE Qualification,90-100%,0,90,71.0,0.4,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3194,584532,DDD,2013J,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3195,380161,FFF,2013J,M,0-35,A Level or Equivalent,60-70%,0,90,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3196,272103,CCC,2014B,M,35-55,A Level or Equivalent,30-40%,0,90,,,Withdrawn,1,0.8943,HIGH,XGBoost,2026-06-02
3197,272103,EEE,2014B,M,35-55,A Level or Equivalent,30-40%,0,90,,,Fail,0,0.8943,HIGH,XGBoost,2026-06-02
3198,570133,BBB,2014B,F,35-55,HE Qualification,40-50%,0,60,,,Withdrawn,1,0.8942,HIGH,XGBoost,2026-06-02
3199,228743,CCC,2014B,M,35-55,Lower Than A Level,40-50%,0,90,,,Fail,0,0.8942,HIGH,XGBoost,2026-06-02
3200,682673,EEE,2014J,F,0-35,HE Qualification,30-40%,0,60,,,Withdrawn,1,0.8942,HIGH,XGBoost,2026-06-02
3201,547629,DDD,2014B,F,35-55,Lower Than A Level,90-100%,1,60,46.0,1.0,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3202,531235,BBB,2013B,F,0-35,A Level or Equivalent,50-60%,0,60,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3203,2345307,DDD,2014J,F,0-35,A Level or Equivalent,40-50%,1,60,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3204,319461,FFF,2014J,M,35-55,Lower Than A Level,10-20,0,90,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3205,491033,CCC,2014J,M,0-35,Lower Than A Level,0-10%,0,120,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3206,695794,DDD,2014J,M,0-35,Lower Than A Level,0-10%,0,120,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3207,693709,BBB,2014J,F,0-35,Lower Than A Level,30-40%,0,60,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3208,633052,BBB,2014B,F,0-35,Lower Than A Level,30-40%,0,60,,,Withdrawn,1,0.8941,HIGH,XGBoost,2026-06-02
3209,625884,EEE,2014B,M,0-35,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3210,625884,CCC,2014B,M,0-35,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3211,547303,BBB,2013B,F,0-35,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3212,552030,DDD,2013B,F,0-35,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3213,576417,FFF,2013J,M,0-35,Lower Than A Level,70-80%,0,60,,,Fail,0,0.894,HIGH,XGBoost,2026-06-02
3214,369826,FFF,2013J,M,0-35,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3215,649332,EEE,2014J,M,0-35,HE Qualification,40-50%,0,60,,,Withdrawn,1,0.894,HIGH,XGBoost,2026-06-02
3216,697257,FFF,2014J,M,35-55,A Level or Equivalent,10-20,0,120,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3217,475078,BBB,2013B,F,35-55,Lower Than A Level,60-70%,1,120,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3218,682596,FFF,2014J,F,35-55,A Level or Equivalent,0-10%,0,60,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3219,1859407,FFF,2013J,M,35-55,Lower Than A Level,70-80%,0,120,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3220,630538,GGG,2014B,F,0-35,Lower Than A Level,90-100%,0,90,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3221,600842,DDD,2013J,M,0-35,A Level or Equivalent,30-40%,0,60,,,Withdrawn,1,0.8939,HIGH,XGBoost,2026-06-02
3222,565469,FFF,2013J,M,0-35,Lower Than A Level,80-90%,0,120,82.25,0.3076923076923077,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3223,645407,FFF,2014J,M,0-35,Lower Than A Level,40-50%,0,60,,,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3224,599475,BBB,2013J,F,0-35,HE Qualification,80-90%,0,60,,,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3225,582983,EEE,2013J,M,0-35,A Level or Equivalent,70-80%,0,60,,,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3226,474377,CCC,2014J,M,35-55,Lower Than A Level,,1,90,,,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3227,588261,CCC,2014J,M,35-55,HE Qualification,50-60%,0,120,90.75,1.0,Withdrawn,1,0.8938,HIGH,XGBoost,2026-06-02
3228,617350,DDD,2014B,M,0-35,Lower Than A Level,50-60%,0,90,,,Withdrawn,1,0.8937,HIGH,XGBoost,2026-06-02
3229,112010,FFF,2013B,M,0-35,HE Qualification,20-30%,2,270,,,Withdrawn,1,0.8937,HIGH,XGBoost,2026-06-02
3230,634480,FFF,2014B,F,35-55,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3231,174512,EEE,2014B,M,0-35,Lower Than A Level,90-100%,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3232,563967,CCC,2014B,M,0-35,A Level or Equivalent,40-50%,0,60,54.333333333333336,0.6,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3233,1687996,DDD,2014J,M,55<=,Lower Than A Level,80-90%,1,60,48.111111111111114,1.0,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3234,475901,BBB,2013B,F,0-35,Lower Than A Level,40-50%,0,90,,,Fail,0,0.8936,HIGH,XGBoost,2026-06-02
3235,633102,FFF,2014B,M,0-35,Lower Than A Level,70-80%,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3236,605388,BBB,2014B,F,0-35,A Level or Equivalent,90-100%,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3237,674911,FFF,2014J,M,0-35,Lower Than A Level,,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3238,1763015,AAA,2013J,F,35-55,A Level or Equivalent,10-20,0,60,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3239,650192,EEE,2014J,M,0-35,Lower Than A Level,60-70%,0,30,,,Withdrawn,1,0.8936,HIGH,XGBoost,2026-06-02
3240,642731,BBB,2014J,F,35-55,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3241,335607,DDD,2013B,F,35-55,A Level or Equivalent,60-70%,0,180,65.0,0.14285714285714285,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3242,315517,DDD,2013J,F,0-35,Lower Than A Level,40-50%,0,180,71.0,0.14285714285714285,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3243,552939,BBB,2013B,M,0-35,A Level or Equivalent,0-10%,0,60,,,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3244,524496,BBB,2013B,F,35-55,A Level or Equivalent,0-10%,0,60,,,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3245,1981053,DDD,2014B,M,35-55,A Level or Equivalent,40-50%,0,120,79.85714285714286,1.0,Withdrawn,1,0.8935,HIGH,XGBoost,2026-06-02
3246,2437062,BBB,2014B,F,35-55,Lower Than A Level,70-80%,0,60,,,Withdrawn,1,0.8934,HIGH,XGBoost,2026-06-02
3247,602631,BBB,2013J,F,35-55,A Level or Equivalent,0-10%,0,60,,,Withdrawn,1,0.8934,HIGH,XGBoost,2026-06-02
3248,532742,BBB,2013B,F,35-55,Lower Than A Level,10-20,0,60,,,Withdrawn,1,0.8934,HIGH,XGBoost,2026-06-02
3249,655254,DDD,2014J,M,0-35,Lower Than A Level,40-50%,0,90,,,Withdrawn,1,0.8934,HIGH,XGBoost,2026-06-02
3250,488929,BBB,2013B,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3251,511469,BBB,2014B,F,0-35,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3252,697148,BBB,2014J,F,35-55,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3253,649607,CCC,2014J,F,0-35,A Level or Equivalent,40-50%,0,90,25.0,0.2,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3254,619015,DDD,2014B,F,35-55,HE Qualification,40-50%,0,60,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3255,695356,BBB,2014J,F,0-35,Lower Than A Level,40-50%,0,60,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3256,679938,FFF,2014J,M,35-55,Lower Than A Level,0-10%,0,120,,,Withdrawn,1,0.8932,HIGH,XGBoost,2026-06-02
3257,604392,DDD,2013J,F,0-35,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8931,HIGH,XGBoost,2026-06-02
3258,679119,FFF,2014J,M,0-35,Lower Than A Level,,0,120,,,Withdrawn,1,0.8931,HIGH,XGBoost,2026-06-02
3259,546954,CCC,2014B,M,0-35,HE Qualification,10-20,0,30,,,Withdrawn,1,0.8931,HIGH,XGBoost,2026-06-02
3260,2436584,FFF,2014B,M,35-55,A Level or Equivalent,50-60%,2,150,85.0,0.07692307692307693,Withdrawn,1,0.8931,HIGH,XGBoost,2026-06-02
3261,590072,EEE,2013J,M,0-35,A Level or Equivalent,70-80%,0,90,,,Fail,0,0.8931,HIGH,XGBoost,2026-06-02
3262,597181,EEE,2013J,M,0-35,A Level or Equivalent,20-30%,0,60,,,Fail,0,0.893,HIGH,XGBoost,2026-06-02
3263,2615169,DDD,2013J,M,0-35,A Level or Equivalent,40-50%,0,60,62.54545454545455,1.0,Withdrawn,1,0.893,HIGH,XGBoost,2026-06-02
3264,2614272,DDD,2013B,F,35-55,HE Qualification,70-80%,0,60,,,Withdrawn,1,0.893,HIGH,XGBoost,2026-06-02
3265,399772,DDD,2014J,M,0-35,HE Qualification,40-50%,1,60,,,Withdrawn,1,0.893,HIGH,XGBoost,2026-06-02
3266,680349,FFF,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,,,Withdrawn,1,0.893,HIGH,XGBoost,2026-06-02
3267,446836,DDD,2013B,M,0-35,A Level or Equivalent,10-20,0,60,,,Fail,0,0.893,HIGH,XGBoost,2026-06-02
3268,609708,DDD,2014B,M,0-35,A Level or Equivalent,70-80%,0,60,,,Fail,0,0.893,HIGH,XGBoost,2026-06-02
3269,589580,BBB,2013J,F,0-35,HE Qualification,30-40%,0,60,,,Withdrawn,1,0.893,HIGH,XGBoost,2026-06-02
3270,698157,FFF,2014J,M,0-35,A Level or Equivalent,0-10%,0,150,,,Fail,0,0.8929,HIGH,XGBoost,2026-06-02
3271,520360,FFF,2013B,F,35-55,HE Qualification,50-60%,0,120,72.0,0.07692307692307693,Withdrawn,1,0.8929,HIGH,XGBoost,2026-06-02
3272,575459,FFF,2013J,M,0-35,Lower Than A Level,0-10%,0,240,66.0,0.15384615384615385,Withdrawn,1,0.8929,HIGH,XGBoost,2026-06-02
3273,1935774,DDD,2013J,M,0-35,A Level or Equivalent,40-50%,2,60,,,Withdrawn,1,0.8929,HIGH,XGBoost,2026-06-02
3274,429158,BBB,2013B,F,0-35,Lower Than A Level,40-50%,1,120,,,Withdrawn,1,0.8929,HIGH,XGBoost,2026-06-02
3275,600263,BBB,2013J,F,0-35,A Level or Equivalent,20-30%,0,60,,,Fail,0,0.8929,HIGH,XGBoost,2026-06-02
3276,541842,BBB,2013J,F,0-35,Lower Than A Level,0-10%,0,60,,,Withdrawn,1,0.8928,HIGH,XGBoost,2026-06-02
3277,596583,BBB,2013J,F,35-55,A Level or Equivalent,60-70%,0,60,,,Fail,0,0.8927,HIGH,XGBoost,2026-06-02
3278,680612,DDD,2014J,M,0-35,A Level or Equivalent,10-20,0,60,,,Withdrawn,1,0.8927,HIGH,XGBoost,2026-06-02
3279,685439,FFF,2014J,F,0-35,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8927,HIGH,XGBoost,2026-06-02
3280,675818,FFF,2014J,M,0-35,A Level or Equivalent,10-20,0,60,,,Withdrawn,1,0.8927,HIGH,XGBoost,2026-06-02
3281,572043,DDD,2014J,M,35-55,A Level or Equivalent,10-20,1,60,,,Withdrawn,1,0.8926,HIGH,XGBoost,2026-06-02
3282,329455,CCC,2014J,M,35-55,Post Graduate Qualification,20-30%,0,60,89.0,0.4,Withdrawn,1,0.8926,HIGH,XGBoost,2026-06-02
3283,554888,FFF,2013B,F,0-35,HE Qualification,,0,60,,,Withdrawn,1,0.8926,HIGH,XGBoost,2026-06-02
3284,618858,BBB,2014B,F,0-35,Lower Than A Level,20-30%,0,60,,,Withdrawn,1,0.8925,HIGH,XGBoost,2026-06-02
3285,597504,DDD,2013J,F,0-35,A Level or Equivalent,50-60%,0,90,,,Withdrawn,1,0.8925,HIGH,XGBoost,2026-06-02
3286,639993,FFF,2014J,M,0-35,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8925,HIGH,XGBoost,2026-06-02
3287,1938024,CCC,2014B,F,35-55,A Level or Equivalent,,0,60,,,Withdrawn,1,0.8925,HIGH,XGBoost,2026-06-02
3288,490768,CCC,2014B,M,0-35,Lower Than A Level,50-60%,0,60,75.16666666666667,0.6,Withdrawn,1,0.8925,HIGH,XGBoost,2026-06-02
3289,2031234,DDD,2014J,M,35-55,HE Qualification,50-60%,2,60,,,Withdrawn,1,0.8924,HIGH,XGBoost,2026-06-02
3290,1559959,FFF,2013J,M,35-55,Lower Than A Level,90-100%,1,60,,,Withdrawn,1,0.8924,HIGH,XGBoost,2026-06-02
3291,197188,FFF,2014J,M,0-35,Lower Than A Level,0-10%,0,120,,,Withdrawn,1,0.8923,HIGH,XGBoost,2026-06-02
3292,567145,BBB,2013J,F,0-35,Lower Than A Level,0-10%,0,60,,,Withdrawn,1,0.8923,HIGH,XGBoost,2026-06-02
3293,560559,BBB,2013J,F,0-35,Lower Than A Level,0-10%,0,60,,,Withdrawn,1,0.8923,HIGH,XGBoost,2026-06-02
3294,2672114,CCC,2014J,M,35-55,Lower Than A Level,,0,90,,,Withdrawn,1,0.8923,HIGH,XGBoost,2026-06-02
3295,574674,BBB,2013J,F,0-35,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3296,643024,FFF,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3297,629983,BBB,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3298,132191,CCC,2014B,M,0-35,A Level or Equivalent,50-60%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3299,617015,FFF,2014B,F,35-55,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3300,2272630,BBB,2013J,F,35-55,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8922,HIGH,XGBoost,2026-06-02
3301,613116,CCC,2014B,F,0-35,Lower Than A Level,70-80%,0,60,,,Fail,0,0.8922,HIGH,XGBoost,2026-06-02
3302,624243,FFF,2014B,M,0-35,Lower Than A Level,0-10%,0,90,,,Withdrawn,1,0.8921,HIGH,XGBoost,2026-06-02
3303,594199,CCC,2014B,M,0-35,A Level or Equivalent,20-30%,0,90,79.2,0.5,Withdrawn,1,0.8921,HIGH,XGBoost,2026-06-02
3304,495875,BBB,2013B,F,0-35,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.8921,HIGH,XGBoost,2026-06-02
3305,593706,BBB,2013J,F,0-35,Lower Than A Level,10-20,0,60,,,Fail,0,0.8921,HIGH,XGBoost,2026-06-02
3306,171549,FFF,2013J,M,0-35,A Level or Equivalent,80-90%,0,120,80.83333333333333,0.46153846153846156,Withdrawn,1,0.8921,HIGH,XGBoost,2026-06-02
3307,491758,BBB,2013J,F,35-55,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.892,HIGH,XGBoost,2026-06-02
3308,483703,BBB,2013J,F,0-35,A Level or Equivalent,40-50%,0,60,88.66666666666667,0.25,Withdrawn,1,0.892,HIGH,XGBoost,2026-06-02
3309,1935774,DDD,2013B,M,0-35,A Level or Equivalent,40-50%,1,120,,,Withdrawn,1,0.892,HIGH,XGBoost,2026-06-02
3310,595594,BBB,2013J,F,0-35,Lower Than A Level,70-80%,0,60,,,Withdrawn,1,0.8919,HIGH,XGBoost,2026-06-02
3311,383643,DDD,2013B,F,35-55,A Level or Equivalent,20-30%,0,60,,,Fail,0,0.8919,HIGH,XGBoost,2026-06-02
3312,584362,FFF,2014J,M,0-35,A Level or Equivalent,50-60%,1,120,,,Withdrawn,1,0.8919,HIGH,XGBoost,2026-06-02
3313,384331,FFF,2014J,M,35-55,A Level or Equivalent,70-80%,0,60,,,Withdrawn,1,0.8919,HIGH,XGBoost,2026-06-02
3314,606075,BBB,2014B,F,0-35,Lower Than A Level,60-70%,0,60,,,Fail,0,0.8918,HIGH,XGBoost,2026-06-02
3315,646755,DDD,2014J,M,0-35,Lower Than A Level,80-90%,0,90,,,Withdrawn,1,0.8918,HIGH,XGBoost,2026-06-02
3316,2610170,BBB,2014J,F,0-35,Lower Than A Level,60-70%,0,60,,,Withdrawn,1,0.8918,HIGH,XGBoost,2026-06-02
3317,618252,FFF,2014J,M,35-55,A Level or Equivalent,0-10%,0,90,68.0,0.07692307692307693,Withdrawn,1,0.8918,HIGH,XGBoost,2026-06-02
3318,548080,FFF,2013J,M,0-35,A Level or Equivalent,50-60%,0,60,,,Withdrawn,1,0.8916,HIGH,XGBoost,2026-06-02
3319,360483,CCC,2014J,M,0-35,Lower Than A Level,30-40%,0,90,,,Withdrawn,1,0.8916,HIGH,XGBoost,2026-06-02
3320,311401,FFF,2013B,M,0-35,Lower Than A Level,20-30%,0,90,,,Withdrawn,1,0.8916,HIGH,XGBoost,2026-06-02
3321,590881,DDD,2013J,M,0-35,Lower Than A Level,30-40%,0,90,,,Withdrawn,1,0.8916,HIGH,XGBoost,2026-06-02
3322,549106,BBB,2013B,F,0-35,A Level or Equivalent,60-70%,0,60,,,Fail,0,0.8915,HIGH,XGBoost,2026-06-02
3323,684075,FFF,2014J,F,0-35,A Level or Equivalent,60-70%,0,60,,,Fail,0,0.8915,HIGH,XGBoost,2026-06-02
3324,554362,BBB,2013B,F,0-35,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3325,649886,BBB,2014J,F,0-35,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3326,296813,DDD,2013J,M,0-35,Lower Than A Level,0-10%,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3327,541985,BBB,2013B,F,0-35,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3328,648640,BBB,2014J,F,35-55,A Level or Equivalent,60-70%,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3329,618292,BBB,2014B,F,0-35,Lower Than A Level,10-20,0,60,,,Withdrawn,1,0.8915,HIGH,XGBoost,2026-06-02
3330,631135,FFF,2014B,F,0-35,A Level or Equivalent,60-70%,0,60,,,Fail,0,0.8915,HIGH,XGBoost,2026-06-02
3331,189986,BBB,2014B,F,0-35,Lower Than A Level,60-70%,0,60,,,Withdrawn,1,0.8914,HIGH,XGBoost,2026-06-02
3332,624674,BBB,2014B,F,0-35,Lower Than A Level,60-70%,0,60,,,Fail,0,0.8914,HIGH,XGBoost,2026-06-02
3333,564970,DDD,2014B,F,0-35,Lower Than A Level,60-70%,0,60,,,Withdrawn,1,0.8914,HIGH,XGBoost,2026-06-02
3334,656029,FFF,2014J,M,35-55,Lower Than A Level,70-80%,0,150,60.0,0.07692307692307693,Withdrawn,1,0.8914,HIGH,XGBoost,2026-06-02
3335,583826,FFF,2013J,M,0-35,Lower Than A Level,10-20,0,60,,,Withdrawn,1,0.8914,HIGH,XGBoost,2026-06-02
3336,557247,DDD,2013B,F,0-35,A Level or Equivalent,0-10%,0,60,,0.0,Withdrawn,1,0.8912,HIGH,XGBoost,2026-06-02
3337,548819,FFF,2013B,F,0-35,Lower Than A Level,80-90%,0,60,,,Withdrawn,1,0.8912,HIGH,XGBoost,2026-06-02
3338,262332,FFF,2014J,M,0-35,Lower Than A Level,40-50%,0,60,,,Withdrawn,1,0.8912,HIGH,XGBoost,2026-06-02
3339,620793,DDD,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,,,Withdrawn,1,0.8912,HIGH,XGBoost,2026-06-02
3340,542721,CCC,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,,,Fail,0,0.8912,HIGH,XGBoost,2026-06-02
3341,566134,DDD,2013J,M,0-35,Lower Than A Level,0-10%,0,60,60.0,1.0,Withdrawn,1,0.8911,HIGH,XGBoost,2026-06-02
3342,587659,FFF,2013J,M,0-35,HE Qualification,0-10%,0,60,,,Withdrawn,1,0.8911,HIGH,XGBoost,2026-06-02
3343,568422,DDD,2013J,M,0-35,Lower Than A Level,0-10%,0,60,,,Fail,0,0.891,HIGH,XGBoost,2026-06-02
3344,535747,DDD,2013B,F,35-55,HE Qualification,40-50%,0,60,,,Withdrawn,1,0.891,HIGH,XGBoost,2026-06-02
3345,579046,BBB,2013J,F,0-35,Lower Than A Level,90-100%,0,60,,,Withdrawn,1,0.891,HIGH,XGBoost,2026-06-02
3346,579115,FFF,2013J,M,0-35,Lower Than A Level,0-10%,0,60,,,Fail,0,0.891,HIGH,XGBoost,2026-06-02
3347,599456,BBB,2013J,M,0-35,Lower Than A Level,0-10%,0,60,,,Withdrawn,1,0.891,HIGH,XGBoost,2026-06-02
3348,2670012,EEE,2013J,M,0-35,A Level or Equivalent,10-20,0,90,,,Withdrawn,1,0.891,HIGH,XGBoost,2026-06-02
3349,2383169,FFF,2013J,M,35-55,Lower Than A Level,70-80%,0,60,,,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3350,559291,BBB,2013B,F,35-55,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3351,577196,DDD,2013J,F,0-35,A Level or Equivalent,10-20,0,120,91.0,1.0,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3352,605131,DDD,2014B,M,0-35,Lower Than A Level,10-20,0,60,,,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3353,536670,BBB,2013B,F,35-55,A Level or Equivalent,40-50%,0,60,,,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3354,645512,DDD,2014J,F,0-35,Lower Than A Level,40-50%,0,330,55.0,0.14285714285714285,Withdrawn,1,0.8909,HIGH,XGBoost,2026-06-02
3355,388252,EEE,2013J,M,0-35,Lower Than A Level,70-80%,0,60,,,Withdrawn,1,0.8908,HIGH,XGBoost,2026-06-02
3356,599742,DDD,2013J,F,0-35,A Level or Equivalent,80-90%,0,60,85.0,0.2857142857142857,Withdrawn,1,0.8908,HIGH,XGBoost,2026-06-02
3357,686100,FFF,2014J,M,0-35,Lower Than A Level,30-40%,0,90,,,Withdrawn,1,0.8908,HIGH,XGBoost,2026-06-02
3358,270764,EEE,2014J,M,0-35,A Level or Equivalent,80-90%,0,60,,,Withdrawn,1,0.8908,HIGH,XGBoost,2026-06-02
3359,622207,DDD,2014B,M,0-35,Lower Than A Level,70-80%,0,60,,,Fail,0,0.8908,HIGH,XGBoost,2026-06-02
3360,656576,BBB,2014J,F,0-35,Lower Than A Level,0-10%,0,180,,,Withdrawn,1,0.8907,HIGH,XGBoost,2026-06-02
